AccID,Details,Bill $,Timestamp
54727988,Doctor consultation fee paid.,234.04,9/12/2023
43547942,Mortgage payment for the house.,2460.59,4/11/2023
26247134,Paid for online shopping order.,122.29,10/30/2023
71393887,Visited an amusement park.,131.75,11/29/2023
47911555,Paid for online shopping order.,359.61,9/20/2023
63178550,"Bought fruits, bread, and household essentials.",63.85,12/28/2023
45709324,Settled monthly internet subscription.,181.19,7/2/2023
71199853,"Bought fruits, bread, and household essentials.",137.22,1/8/2025
34344869,"Bought fruits, bread, and household essentials.",71.5,1/20/2025
43496872,Paid for dental treatment.,352.36,4/28/2023
61471533,Saved a portion of income for future use.,136.31,2/26/2024
49810394,Paid for car fuel at a gas station.,23.53,10/26/2023
36227785,Paid for a haircut at a salon.,71.09,7/30/2024
75356519,Topped up public transport card.,38.11,11/14/2023
25095977,Bought groceries from the local supermarket.,125.27,11/20/2024
54338764,Bought a train ticket for daily commute.,39.1,1/6/2025
73385830,Bought textbooks for university.,549.31,1/13/2025
60665714,Paid for car fuel at a gas station.,33.33,12/3/2023
58378976,Spent on weekly grocery shopping.,63.29,2/20/2024
72923703,Spent on weekly grocery shopping.,117.3,4/1/2024
57144512,Booked flight tickets for vacation.,3223.75,5/13/2023
27787121,Monthly car loan installment paid.,830.72,1/21/2024
47898053,Booked flight tickets for vacation.,1998.4,7/3/2023
56668926,Paid for a professional certification exam.,1885.12,7/27/2023
45182375,Bought a train ticket for daily commute.,35.66,7/14/2023
50277444,Purchased grooming essentials.,15.42,9/10/2023
71575229,Paid for car fuel at a gas station.,47.16,8/29/2023
25165062,Paid for home maintenance services.,1323.94,12/26/2023
43059872,Monthly car loan installment paid.,1955.21,3/6/2024
36592384,Purchased fresh vegetables and dairy products.,138.6,12/19/2023
46830927,Purchased home decor items.,146.05,12/10/2023
29183275,Subscribed to an online streaming service.,85.66,8/15/2024
73888477,Bought textbooks for university.,101.71,6/24/2024
24092945,Topped up public transport card.,9.79,8/10/2024
60133167,Credit card bill installment settled.,170.44,8/20/2023
39600254,Lunch at a fast food outlet.,10.88,9/28/2023
74687062,Saved a portion of income for future use.,935.72,3/11/2024
51573932,Bought groceries from the local supermarket.,184.71,10/25/2023
46711918,Purchased clothing from a retail store.,210.53,8/16/2023
65709646,Paid for water and sewage services.,154.55,9/29/2023
64856169,Monthly car loan installment paid.,1745.99,5/17/2024
47527052,Bought electronics and accessories.,259.18,12/27/2024
34936040,Purchased government bonds.,407.67,12/27/2023
62117990,Visited an amusement park.,148.69,10/17/2023
33473609,Personal loan EMI payment.,1412.39,12/1/2024
42283545,Purchased government bonds.,735.15,2/6/2024
50801777,Visited an amusement park.,83.53,4/20/2023
36110712,Mortgage installment payment processed.,246.54,12/22/2023
66261701,Bought electronics and accessories.,74.61,12/23/2024
60778272,"Bought fruits, bread, and household essentials.",172.48,3/6/2024
26342322,Hotel accommodation payment processed.,1030.32,1/27/2024
26617637,Topped up public transport card.,34.84,3/27/2023
41959416,Received freelance project payment.,1883.34,8/2/2023
48239894,Mortgage installment payment processed.,1177.13,3/28/2024
59267178,Underwent medical check-up at a clinic.,412.68,8/4/2024
47159782,Bought a train ticket for daily commute.,29.86,11/10/2023
75501599,Credit card bill installment settled.,1471.93,4/3/2023
23817987,Received freelance project payment.,7462.95,5/19/2024
31960281,Dividend earnings from investments.,7106.47,6/19/2024
43617559,Purchased fresh vegetables and dairy products.,75.27,1/19/2025
38702460,Topped up public transport card.,9.97,1/17/2025
70730891,Bought prescription medicines from pharmacy.,187.13,8/29/2024
49772390,Bought a train ticket for daily commute.,37.23,4/1/2023
35586591,Paid for a concert ticket.,42.09,4/10/2023
29860833,Paid for a professional certification exam.,1950.73,10/21/2024
65520688,Bought electronics and accessories.,361.73,2/2/2025
68380422,Paid for a ride-sharing service.,42.77,4/15/2024
58683122,Paid for water and sewage services.,88.89,9/22/2024
62248720,Mortgage installment payment processed.,666.66,5/31/2024
46690677,Bought groceries from the local supermarket.,71.45,4/26/2023
25225052,Underwent medical check-up at a clinic.,395.65,5/22/2023
25952392,Electricity bill payment.,258.74,9/19/2023
70790817,Purchased travel insurance.,2757.95,7/23/2024
42653417,Transferred funds to savings account.,750.74,8/19/2024
45090466,Credit card bill installment settled.,1229.16,8/17/2024
54329062,Purchased home decor items.,102.91,10/4/2023
72852780,Paid for car fuel at a gas station.,3.05,9/3/2023
45924449,Booked flight tickets for vacation.,2263.17,2/21/2024
72159185,Paid for a ride-sharing service.,44.67,3/16/2024
28184017,Topped up public transport card.,21.05,10/25/2023
75462876,Bought skincare products from a beauty store.,45.71,1/5/2024
41849280,Purchased home decor items.,430.74,8/12/2023
66179601,Visited an amusement park.,121.3,1/22/2024
42861979,Purchased travel insurance.,2083.97,6/6/2023
58655382,"Bought fruits, bread, and household essentials.",60.17,9/8/2024
68328032,"Bought fruits, bread, and household essentials.",117.18,12/7/2024
23910513,Bought prescription medicines from pharmacy.,255.33,11/24/2023
71599488,Paid for online course enrollment.,201.36,7/15/2023
55833128,"Bought fruits, bread, and household essentials.",117.86,4/25/2024
34473958,Credit card bill installment settled.,206.42,8/21/2023
57439132,Transferred funds to savings account.,937.69,3/18/2025
38059990,Spent on weekly grocery shopping.,85.96,5/2/2023
64578644,Bought groceries from the local supermarket.,107.54,2/17/2024
43021127,Bought movie tickets for an evening show.,97.27,2/21/2025
33399169,Paid for car fuel at a gas station.,21.72,9/11/2023
34042113,Purchased government bonds.,741.28,12/1/2024
54091134,Bought groceries from the local supermarket.,34.7,1/12/2024
60863236,Paid for a ride-sharing service.,34.84,3/8/2024
37522731,Paid for a ride-sharing service.,42.8,2/12/2025
53315418,Mortgage installment payment processed.,1994.88,8/2/2024
62999083,Enjoyed a meal at a local diner.,63.29,2/6/2024
63084787,Monthly car loan installment paid.,518.76,12/27/2023
34782057,Paid for coffee and snacks at a cafe.,98.65,8/22/2024
26785941,Spent on weekly grocery shopping.,119.08,12/17/2023
23665779,Paid for car fuel at a gas station.,44.54,11/4/2024
37723715,Bought groceries from the local supermarket.,148.23,10/3/2023
53693780,Bought prescription medicines from pharmacy.,453.1,2/7/2024
27400487,Purchased government bonds.,3106.89,10/10/2023
62971878,Paid for car fuel at a gas station.,16.09,8/21/2023
69006209,Spent on weekly grocery shopping.,117.18,12/19/2024
38167358,Spent on weekly grocery shopping.,55.23,8/1/2024
63220736,Purchased home decor items.,221.09,3/30/2024
59951298,Bought electronics and accessories.,382.62,11/9/2024
45062527,Purchased clothing from a retail store.,387.63,4/8/2023
52323508,Credit card bill installment settled.,515.67,12/9/2023
40732883,Paid for car fuel at a gas station.,17.53,6/14/2023
33944382,Paid for a concert ticket.,71.31,4/9/2023
29927346,Mortgage payment for the house.,1114.84,9/14/2023
67831920,"Bought fruits, bread, and household essentials.",168.32,12/31/2024
42394105,Purchased fresh vegetables and dairy products.,66.29,7/2/2024
52421567,Paid for a ride-sharing service.,18.11,9/22/2024
40052017,Purchased travel insurance.,2788.14,3/7/2025
55469226,Paid for dental treatment.,471.27,12/11/2023
71207682,"Bought fruits, bread, and household essentials.",22.2,6/22/2024
50555091,Manicure and pedicure service payment.,56.56,10/29/2024
58788409,Received freelance project payment.,6149.64,8/13/2023
25870574,Monthly car loan installment paid.,1183.41,2/29/2024
63755511,Settled utility bills for the apartment.,2947.66,7/21/2023
33615615,Salary credited to the bank account.,1038.94,8/16/2024
33243585,Booked flight tickets for vacation.,2954.74,1/6/2024
51291514,Lunch at a fast food outlet.,66.39,10/28/2023
41447283,Monthly car loan installment paid.,194.24,5/9/2024
45620152,Paid for online shopping order.,99.57,12/20/2023
55006040,Bought groceries from the local supermarket.,196.41,12/5/2023
40273497,Personal loan EMI payment.,1330.35,10/5/2024
70288409,Paid for car fuel at a gas station.,48.02,1/3/2025
38345900,Topped up public transport card.,7.41,5/6/2024
29081584,Paid for home maintenance services.,2352.44,7/23/2024
31415095,Gas bill payment for the household.,149.8,8/22/2023
32712564,Bought groceries from the local supermarket.,17.61,3/25/2024
52945477,Bought groceries from the local supermarket.,82.46,1/5/2024
73728261,Purchased fresh vegetables and dairy products.,78.8,6/17/2024
39430124,Monthly rent payment processed.,1219.54,2/17/2025
44934113,Paid for a concert ticket.,133.3,10/24/2024
69624108,Monthly rent payment processed.,829.99,9/10/2023
26982468,Personal loan EMI payment.,565.26,8/23/2024
53294700,Electricity bill payment.,233.46,9/15/2023
34804323,Bought a train ticket for daily commute.,5.26,10/14/2023
45981501,Dividend earnings from investments.,4372.8,1/20/2024
26834310,Purchased travel insurance.,2922.15,9/22/2023
46771033,Mortgage installment payment processed.,1411.19,11/16/2023
50627532,Visited an amusement park.,132.86,8/19/2023
70587664,Salary credited to the bank account.,1493.45,3/12/2024
74471753,Paid for a ride-sharing service.,21.32,4/21/2024
54515274,Paid for car fuel at a gas station.,12.33,6/14/2024
75096941,"Bought fruits, bread, and household essentials.",76.92,9/20/2024
23533094,Mortgage payment for the house.,560.13,3/4/2024
36371592,Paid for a concert ticket.,67.42,5/17/2024
45944776,Tuition fee payment for the semester.,402.59,7/25/2023
66390659,Bought a train ticket for daily commute.,4.75,6/26/2024
43095407,Bought movie tickets for an evening show.,102.85,8/29/2024
73045549,"Bought fruits, bread, and household essentials.",103.97,5/13/2023
45697280,Booked flight tickets for vacation.,2867.97,7/8/2023
31577782,Bought groceries from the local supermarket.,96.57,12/15/2023
59707253,Paid for a ride-sharing service.,27.5,8/26/2023
63817906,Personal loan EMI payment.,434.07,6/30/2024
33613980,Received freelance project payment.,5144.52,7/8/2024
25246273,Enjoyed a meal at a local diner.,81.53,5/21/2024
35324790,Paid for a ride-sharing service.,24.33,12/8/2024
63867255,Bought prescription medicines from pharmacy.,366.9,8/9/2024
71035054,Bought electronics and accessories.,298.21,11/1/2023
64208483,Paid for dental treatment.,267.61,8/18/2024
34013672,Paid for a haircut at a salon.,30.9,9/21/2024
72580214,Paid for a ride-sharing service.,39.37,6/18/2023
37712421,Paid for a professional certification exam.,1254.66,1/23/2024
25921587,"Bought fruits, bread, and household essentials.",94.83,10/11/2024
74062034,Paid for dental treatment.,335.46,11/6/2023
29667684,Bought company shares in stock market.,3113.09,1/3/2025
76135116,Electricity bill payment.,135.72,3/30/2024
37907075,Paid for coffee and snacks at a cafe.,99.7,8/6/2023
45313793,Bought groceries from the local supermarket.,38.78,8/21/2024
47486025,Paid for car fuel at a gas station.,42.73,6/26/2023
47105330,Purchased travel insurance.,2735.34,3/8/2025
66416673,Paid for online shopping order.,490.89,11/16/2024
25390927,Paid for a ride-sharing service.,28.34,12/24/2023
37864760,Paid for online shopping order.,336.02,11/1/2023
39061309,Lunch at a fast food outlet.,61.81,10/7/2024
71493055,Lunch at a fast food outlet.,70.29,11/28/2023
56184886,Paid for online shopping order.,416.93,6/21/2024
46485844,Bought a train ticket for daily commute.,48.44,1/31/2024
52503611,"Bought fruits, bread, and household essentials.",39.83,11/25/2023
71490821,Paid for coffee and snacks at a cafe.,20.15,12/24/2024
64271951,Booked flight tickets for vacation.,2357.51,3/28/2024
33761081,Topped up public transport card.,13.87,6/4/2023
55820572,Electricity bill payment.,268.11,5/15/2023
68660812,Monthly rent payment processed.,716.62,4/7/2023
70446961,Topped up public transport card.,19.52,10/10/2024
38907964,Paid for a professional certification exam.,1294.91,2/9/2025
33619591,Topped up public transport card.,35.37,7/14/2023
28340629,Purchased fresh vegetables and dairy products.,69.46,10/12/2024
66751185,Paid for a concert ticket.,98.67,8/25/2024
39330247,Topped up public transport card.,11.43,4/11/2023
70234127,Enjoyed a meal at a local diner.,22.94,7/1/2024
49613260,Bought groceries from the local supermarket.,110.41,10/8/2023
50971676,Bought prescription medicines from pharmacy.,435.88,10/20/2023
51923856,Bought groceries from the local supermarket.,148.97,12/15/2024
42464325,Lunch at a fast food outlet.,84.74,3/10/2025
