AccID,Details,Bill $,Timestamp
98479578,Settled utility bills for the apartment.,1374.95,10/1/2023
40598196,Paid for coffee and snacks at a cafe.,61.56,7/31/2023
64616516,Monthly car loan installment paid.,1513.64,8/14/2023
58386025,Visited an amusement park.,115.37,4/26/2024
37332070,Topped up public transport card.,4.29,9/10/2023
35858233,Lunch at a fast food outlet.,11.76,3/3/2024
64624014,Paid for online shopping order.,438.44,12/11/2023
67425217,Bought a train ticket for daily commute.,25.05,2/19/2024
82443963,Paid for a ride-sharing service.,29.02,10/23/2024
69561711,Topped up public transport card.,6.12,10/29/2024
66081909,Bought prescription medicines from pharmacy.,429.11,12/9/2023
87050417,Spent on weekly grocery shopping.,155.08,4/21/2023
59695021,Credit card bill installment settled.,686.95,9/15/2024
49047235,Bought skincare products from a beauty store.,71.4,5/19/2024
54227322,Bonus payment from employer.,1854,8/13/2024
88332921,Spent on weekly grocery shopping.,54.57,12/19/2024
86549093,Bought a train ticket for daily commute.,24.99,12/11/2024
12633468,Purchased travel insurance.,3377.69,5/5/2023
94005869,Monthly rent payment processed.,2433.39,12/15/2024
16767987,Paid for a concert ticket.,147.65,1/11/2025
47650036,Purchased fresh vegetables and dairy products.,45.6,6/1/2023
21660831,Purchased home decor items.,175.99,11/5/2023
67546663,Paid for a concert ticket.,106.56,10/6/2023
13406348,Bought a train ticket for daily commute.,34.58,4/17/2023
70668768,Enjoyed a meal at a local diner.,34.97,2/2/2024
83101081,Spent on weekly grocery shopping.,120.67,3/26/2023
60312601,Paid for a ride-sharing service.,42.87,9/16/2023
78639718,Transferred funds to savings account.,376.26,10/10/2023
54408290,"Bought fruits, bread, and household essentials.",163.86,4/30/2024
58833319,Hotel accommodation payment processed.,4084.94,6/3/2024
52030415,Topped up public transport card.,4.38,3/7/2024
73921183,Paid for car fuel at a gas station.,29.81,5/24/2023
96514797,Bought a train ticket for daily commute.,9.89,6/28/2023
88144941,Tuition fee payment for the semester.,687.25,10/13/2023
50498886,Manicure and pedicure service payment.,35.28,10/13/2024
18604238,Topped up public transport card.,45.89,8/2/2024
38132567,Paid for a ride-sharing service.,15.65,9/30/2024
57357215,Credit card bill installment settled.,417.92,4/29/2024
36478244,"Bought fruits, bread, and household essentials.",37.41,3/9/2024
59588121,Lunch at a fast food outlet.,25.33,7/5/2023
87807107,Lunch at a fast food outlet.,16.7,2/13/2025
74476956,Paid for a professional certification exam.,1089.27,1/21/2024
60334194,Purchased fresh vegetables and dairy products.,173.03,4/23/2024
68968396,Bought groceries from the local supermarket.,176.06,7/23/2023
83376905,Bought a train ticket for daily commute.,30.22,12/17/2024
63641825,Settled utility bills for the apartment.,1150.62,8/2/2023
50415126,Purchased fresh vegetables and dairy products.,151.53,10/30/2023
62053964,Tuition fee payment for the semester.,1851.4,3/15/2025
20497164,Underwent medical check-up at a clinic.,360.67,8/23/2023
85127979,"Bought fruits, bread, and household essentials.",164.37,6/27/2024
67134494,Paid for a concert ticket.,14.67,2/8/2025
25065062,Purchased clothing from a retail store.,54.1,2/12/2024
27131077,Paid for a ride-sharing service.,47.87,5/15/2023
82688938,Personal loan EMI payment.,788.24,6/25/2024
18149559,Gas bill payment for the household.,242.54,12/22/2023
72990809,Paid for online course enrollment.,1634.48,10/30/2024
29497991,Paid for dental treatment.,50.46,5/14/2023
30934930,Topped up public transport card.,10.48,8/16/2024
22690453,Bought skincare products from a beauty store.,86.29,11/15/2023
19208920,"Bought fruits, bread, and household essentials.",113.84,6/21/2023
80330949,Topped up public transport card.,20.51,5/27/2023
82303587,Purchased home decor items.,389.4,3/16/2024
19730843,Subscribed to an online streaming service.,32.04,11/5/2023
55338314,Bought groceries from the local supermarket.,190.23,9/15/2024
21525716,Purchased clothing from a retail store.,276.46,3/15/2025
39749834,Booked flight tickets for vacation.,2277.83,8/16/2023
56656955,Personal loan EMI payment.,1484.97,7/18/2023
24753626,Deposited money into an emergency fund.,672.75,11/10/2023
46496965,Settled monthly internet subscription.,114.79,1/26/2024
34046869,Manicure and pedicure service payment.,79.98,3/9/2025
22397085,Purchased fresh vegetables and dairy products.,191.81,2/17/2025
17892981,Visited an amusement park.,76.02,11/28/2023
72171425,Paid for coffee and snacks at a cafe.,68.5,12/4/2023
45079369,Paid for car fuel at a gas station.,4.48,2/20/2025
79804730,Bought electronics and accessories.,335.72,7/23/2023
80762865,Purchased fresh vegetables and dairy products.,127.2,11/8/2023
55823370,Salary credited to the bank account.,4376.35,8/8/2023
30811218,Purchased clothing from a retail store.,372.1,9/9/2024
52276681,Saved a portion of income for future use.,315.72,12/8/2024
87907113,Paid for car fuel at a gas station.,27.08,11/1/2024
82356153,Paid for online shopping order.,253.8,3/6/2025
50020573,Underwent medical check-up at a clinic.,121.17,11/30/2023
37188349,Purchased home decor items.,169.76,4/19/2024
75167008,Doctor consultation fee paid.,444.21,8/30/2024
63591567,Settled monthly internet subscription.,285.32,3/12/2024
59483412,Paid for car fuel at a gas station.,39.11,3/3/2025
20738525,Bought a train ticket for daily commute.,7.32,2/9/2024
12794863,Deposited money into an emergency fund.,175.15,11/8/2024
70990367,Paid for coffee and snacks at a cafe.,51.26,7/29/2024
32271804,"Bought fruits, bread, and household essentials.",142.89,1/22/2025
95865555,Topped up public transport card.,32.59,6/30/2024
49529849,Personal loan EMI payment.,1485.9,10/21/2024
81531293,Enjoyed a meal at a local diner.,62.02,9/17/2023
20505888,Paid for coffee and snacks at a cafe.,65.33,10/23/2024
42521505,Invested in a fixed deposit plan.,508.71,6/8/2024
72066377,Paid for a professional certification exam.,649.83,4/2/2023
76512967,Monthly rent payment processed.,2264.03,3/11/2024
85446963,Bought a train ticket for daily commute.,13.96,10/25/2024
61681380,Spent on weekly grocery shopping.,146.05,8/3/2023
97451579,Hotel accommodation payment processed.,2627.99,7/13/2024
24605865,Paid for a concert ticket.,120.75,11/7/2024
84022627,Paid for water and sewage services.,75.08,1/14/2024
67999742,Invested in a fixed deposit plan.,610.39,5/3/2024
26369058,Paid for online course enrollment.,297.73,3/7/2024
28702631,Bought a train ticket for daily commute.,30.61,11/10/2024
69949212,Bought a train ticket for daily commute.,10.16,7/5/2023
33870190,Paid for home maintenance services.,676.66,10/11/2024
78749066,Lunch at a fast food outlet.,61.31,9/24/2024
82103868,Bought textbooks for university.,534.32,12/24/2023
79489118,Paid for online shopping order.,369.78,11/18/2023
92128244,Paid for coffee and snacks at a cafe.,38.05,8/15/2023
58599529,Paid for car fuel at a gas station.,39.31,11/8/2024
79464639,Paid for home maintenance services.,1534.88,12/27/2023
21266161,Bought a train ticket for daily commute.,3.64,12/11/2024
94266655,Personal loan EMI payment.,202.04,12/2/2023
48482102,"Bought fruits, bread, and household essentials.",190.85,8/27/2023
93106691,Purchased fresh vegetables and dairy products.,16.76,4/15/2024
27721403,Paid for car fuel at a gas station.,45.32,9/11/2023
72941413,Tuition fee payment for the semester.,1342.48,3/7/2025
36252719,Paid for a concert ticket.,19.29,4/6/2024
95172100,"Bought fruits, bread, and household essentials.",118.22,3/17/2024
30122913,Bought company shares in stock market.,2282.35,1/6/2025
54947450,Bought groceries from the local supermarket.,83,7/1/2023
79623148,Electricity bill payment.,135.28,3/25/2024
71974333,Purchased fresh vegetables and dairy products.,155.25,2/1/2024
23301267,Topped up public transport card.,7.62,6/7/2023
47128592,Electricity bill payment.,66.68,10/14/2023
50038067,Paid for online shopping order.,214.39,3/15/2024
69681697,Invested in a fixed deposit plan.,799.11,7/9/2024
54350520,Salary credited to the bank account.,7214.81,9/3/2023
22508719,Bought a train ticket for daily commute.,2.07,2/21/2024
95956210,Topped up public transport card.,48.86,10/13/2023
42944286,Settled utility bills for the apartment.,1663.91,11/13/2023
66026208,Mutual fund investment transaction.,2800.17,8/2/2024
92673510,"Bought fruits, bread, and household essentials.",100.18,7/24/2023
51978110,Paid for a ride-sharing service.,14.95,1/1/2025
73092458,Paid for dental treatment.,301.64,12/25/2024
86854066,Paid for a ride-sharing service.,15.01,12/4/2023
71011446,"Bought fruits, bread, and household essentials.",93.18,2/11/2025
17541822,Paid for online shopping order.,493.35,11/5/2023
79451055,Bought electronics and accessories.,362.72,4/3/2023
30019373,Mutual fund investment transaction.,1489.52,3/7/2025
20900811,"Bought fruits, bread, and household essentials.",179.37,5/19/2024
18198715,Bought groceries from the local supermarket.,44.33,6/25/2024
18718510,Tuition fee payment for the semester.,1293.27,5/17/2023
88611094,Settled monthly internet subscription.,229.12,4/21/2023
96138753,Purchased fresh vegetables and dairy products.,26.82,8/16/2024
22945798,Monthly rent payment processed.,2822.87,9/18/2023
24835585,Bought groceries from the local supermarket.,99.28,6/21/2024
70873603,Lunch at a fast food outlet.,94.06,6/28/2024
43572054,Lunch at a fast food outlet.,85.95,11/25/2023
89926503,Bought textbooks for university.,905.48,7/2/2023
54464846,Paid for coffee and snacks at a cafe.,53.27,2/14/2025
32166520,Electricity bill payment.,172.16,4/30/2024
34352522,Electricity bill payment.,170.48,10/18/2023
25357209,Topped up public transport card.,16.16,3/29/2023
63018641,Hotel accommodation payment processed.,1378.95,5/13/2024
70669062,Topped up public transport card.,44.54,9/1/2023
97979000,Purchased fresh vegetables and dairy products.,68.46,4/26/2023
66638787,Invested in a fixed deposit plan.,258.24,12/15/2024
97335735,Hotel accommodation payment processed.,3956.78,4/20/2024
95048112,Paid for a ride-sharing service.,2.54,5/21/2024
83683331,Topped up public transport card.,37.47,2/28/2024
52245895,Purchased clothing from a retail store.,155.62,7/10/2023
70613432,Bought electronics and accessories.,456.03,10/8/2023
20648192,"Bought fruits, bread, and household essentials.",189.67,4/3/2023
92310270,Gas bill payment for the household.,102.45,12/16/2023
17019077,Paid for car fuel at a gas station.,10.1,8/23/2023
85126601,Underwent medical check-up at a clinic.,456.37,1/24/2025
78919167,Mortgage installment payment processed.,258.16,8/18/2023
42028047,Spent on weekly grocery shopping.,40,2/6/2024
61771037,Had dinner at an Italian restaurant.,50.43,6/16/2023
93804500,Topped up public transport card.,28.01,3/25/2024
42909812,Purchased clothing from a retail store.,383.92,10/31/2024
47489306,Booked flight tickets for vacation.,1549.94,10/11/2024
57537985,Bought electronics and accessories.,384.19,6/16/2023
56541326,Paid for home maintenance services.,1134.46,6/11/2024
51170140,Paid for a professional certification exam.,1761.34,12/1/2023
67603691,Purchased fresh vegetables and dairy products.,17.41,2/3/2024
84763820,Paid for a concert ticket.,35.74,1/30/2024
54644338,Gas bill payment for the household.,133.06,7/14/2023
82978566,Paid for a ride-sharing service.,46.86,1/20/2025
64237641,Paid for online course enrollment.,138.15,9/19/2023
61528722,Bonus payment from employer.,8682.22,11/23/2023
27978841,Doctor consultation fee paid.,337.07,11/18/2023
14475991,Spent on weekly grocery shopping.,48.75,8/1/2024
79196076,Spent on weekly grocery shopping.,15.03,10/21/2024
70369178,Topped up public transport card.,8.91,8/11/2023
96394137,Gas bill payment for the household.,194.69,11/23/2023
42946713,Paid for car rental services.,2826.93,12/30/2024
42584226,Manicure and pedicure service payment.,20.35,8/1/2023
91956833,Lunch at a fast food outlet.,12.1,8/11/2023
97963380,"Bought fruits, bread, and household essentials.",77.49,12/4/2024
90901404,"Bought fruits, bread, and household essentials.",25.28,4/5/2024
39667138,Bought a train ticket for daily commute.,4.85,8/19/2023
87165878,Subscribed to an online streaming service.,147.4,2/23/2025
27933608,Bought movie tickets for an evening show.,68.39,1/27/2024
26184098,Underwent medical check-up at a clinic.,20.43,1/9/2024
15462740,Paid for water and sewage services.,242.52,9/29/2024
42045539,Purchased government bonds.,2323.21,6/19/2024
40155625,Bought skincare products from a beauty store.,69.52,2/29/2024
24931687,Purchased fresh vegetables and dairy products.,27.81,10/3/2023
38036453,Paid for a concert ticket.,75.4,7/20/2024
64923567,Doctor consultation fee paid.,421.9,5/14/2023
81416244,Paid for a professional certification exam.,159.82,4/22/2023
85792216,Personal loan EMI payment.,1997.32,1/29/2025
74913838,Transferred funds to savings account.,563.83,3/17/2025
65687393,Bought a train ticket for daily commute.,19.42,2/3/2025
14416819,"Bought fruits, bread, and household essentials.",176.7,2/22/2025
86224737,Bought a train ticket for daily commute.,41.69,4/24/2024
58620442,Tuition fee payment for the semester.,1520.42,1/8/2024
15114138,Had dinner at an Italian restaurant.,76.53,1/24/2024
12774194,Purchased travel insurance.,4366.1,9/24/2023
32147354,Bought movie tickets for an evening show.,43.6,10/4/2024
55753950,Purchased home decor items.,223.03,1/24/2025
53513870,Paid for car fuel at a gas station.,20.78,9/12/2024
53313439,Salary credited to the bank account.,8568.37,12/10/2024
63827396,Paid for car fuel at a gas station.,47.91,6/9/2024
15897456,Subscribed to an online streaming service.,58.42,12/4/2024
83036736,Bought groceries from the local supermarket.,151.53,11/23/2024
52593034,Personal loan EMI payment.,443.84,5/5/2023
53775087,Paid for a ride-sharing service.,22.56,2/17/2025
37286111,Gas bill payment for the household.,210.66,8/4/2024
60218710,Paid for car fuel at a gas station.,26.44,8/12/2024
36963120,Spent on weekly grocery shopping.,66.37,9/22/2024
86503792,Purchased fresh vegetables and dairy products.,186.92,1/27/2025
45316267,Paid for a ride-sharing service.,10.89,1/30/2024
18700399,Monthly car loan installment paid.,877.78,6/29/2023
69542929,Bonus payment from employer.,8446.75,11/28/2023
35063617,Subscribed to an online streaming service.,104.36,3/11/2024
16952425,Bought movie tickets for an evening show.,97.12,2/4/2025
36695190,Bought movie tickets for an evening show.,97.87,10/22/2023
68319914,Paid for a ride-sharing service.,34.27,7/29/2023
40428123,Spent on weekly grocery shopping.,186.28,9/14/2023
23346746,Topped up public transport card.,21.34,9/3/2024
51959056,Settled monthly internet subscription.,233.08,2/21/2024
17227010,Monthly car loan installment paid.,363.39,7/10/2024
52761199,Visited an amusement park.,80.63,2/20/2025
69158495,Subscribed to an online streaming service.,43.29,7/1/2023
29617036,"Bought fruits, bread, and household essentials.",123.2,2/6/2024
68288952,Paid for car fuel at a gas station.,32.22,7/6/2024
12985520,Bought prescription medicines from pharmacy.,445.7,1/13/2024
37332909,Topped up public transport card.,5.19,5/14/2024
85285201,Bought prescription medicines from pharmacy.,92.75,11/28/2023
15192699,Topped up public transport card.,12.19,9/23/2023
35267465,Hotel accommodation payment processed.,3134.69,6/8/2024
88911048,Topped up public transport card.,20.15,3/18/2025
15884263,Subscribed to an online streaming service.,84.97,5/30/2024
50375615,Purchased fresh vegetables and dairy products.,150.34,6/24/2024
34079897,Purchased fresh vegetables and dairy products.,185.03,3/29/2023
70869608,Deposited money into an emergency fund.,311.13,8/23/2023
28511165,Paid for a ride-sharing service.,39.18,5/28/2023
62759751,Topped up public transport card.,27.63,8/16/2024
42798550,Paid for a ride-sharing service.,21.85,6/6/2024
50986997,Topped up public transport card.,25.14,5/22/2024
31440612,Bought a train ticket for daily commute.,18.75,12/16/2024
71123416,Purchased home decor items.,214.61,4/14/2023
56682741,"Bought fruits, bread, and household essentials.",35.37,8/8/2023
25403887,Personal loan EMI payment.,1380.3,4/6/2024
23407724,Enjoyed a meal at a local diner.,77.7,9/25/2023
53013144,Spent on weekly grocery shopping.,78.08,4/12/2024
95002114,Doctor consultation fee paid.,146.36,5/22/2024
42799586,Paid for dental treatment.,333.87,4/17/2023
40424276,Bought textbooks for university.,348.85,1/27/2024
48316347,Paid for coffee and snacks at a cafe.,98.98,11/27/2023
30667113,Bought groceries from the local supermarket.,71.71,3/5/2025
94530059,"Bought fruits, bread, and household essentials.",106.94,8/30/2024
76673915,Dividend earnings from investments.,9093.96,2/12/2025
93978284,Purchased travel insurance.,2244.45,3/30/2024
90896105,Subscribed to an online streaming service.,16.84,12/9/2024
18385769,Purchased grooming essentials.,19.12,1/24/2025
20319882,Purchased clothing from a retail store.,306.35,3/5/2025
75518039,Visited an amusement park.,17.04,4/26/2023
80847984,Purchased home decor items.,415.4,9/17/2023
85795811,Purchased grooming essentials.,45.13,8/15/2023
34014968,Bought a train ticket for daily commute.,7.81,8/10/2023
40847024,Subscribed to an online streaming service.,123.19,12/25/2024
61783315,Topped up public transport card.,19.48,11/14/2024
62135536,Paid for car fuel at a gas station.,13.19,8/17/2024
75357679,Spent on weekly grocery shopping.,19.47,11/6/2024
29792452,Bought prescription medicines from pharmacy.,291.32,3/4/2024
52912521,Transferred funds to savings account.,906.56,3/9/2025
20494176,Purchased home decor items.,44.83,11/18/2023
23192890,Purchased travel insurance.,1819.67,10/9/2024
54851088,Had dinner at an Italian restaurant.,7.74,9/7/2024
38273241,Bonus payment from employer.,6751.88,1/10/2024
45709650,Paid for a ride-sharing service.,33.59,2/24/2025
17609867,Bought groceries from the local supermarket.,14.46,4/19/2024
35668403,Settled monthly internet subscription.,118.92,5/19/2024
33262984,Monthly rent payment processed.,1243.52,4/26/2023
37211538,Paid for a ride-sharing service.,7.4,7/11/2024
66754980,Bought a train ticket for daily commute.,10.82,12/9/2023
65980625,Paid for a ride-sharing service.,4.19,12/20/2023
81789389,Salary credited to the bank account.,5363.36,9/2/2024
51043776,Bought prescription medicines from pharmacy.,438.41,5/10/2023
80890942,"Bought fruits, bread, and household essentials.",46.37,7/5/2023
46979991,Monthly car loan installment paid.,1940.12,7/14/2024
62563588,Paid for online shopping order.,67.34,8/27/2023
